iter	Logloss
342	0.04280306781
343	0.04268989771
344	0.04253443254
345	0.0423491444
346	0.04220029884
347	0.04201655984
348	0.04184754998
349	0.04166027472
350	0.04148928581
351	0.04135168725
352	0.04124510818
353	0.04109847538
354	0.040949151
355	0.04088240702
356	0.04074901699
357	0.04057043419
358	0.04034324891
359	0.04018933768
360	0.03994661657
361	0.03985167836
362	0.03972025368
363	0.03957994281
364	0.03944618354
365	0.03926311093
366	0.03911876448
367	0.03899712409
368	0.03887804327
369	0.03875377038
370	0.03861646903
371	0.03846835639
372	0.03837615045
373	0.03819971032
374	0.0380660422
375	0.03786199685
376	0.03770839303
377	0.03760747714
378	0.03748742245
379	0.0373637926
380	0.03721242424
381	0.03711977234
382	0.03700790798
383	0.03691552215
384	0.03679658651
385	0.03671276642
386	0.03654544113
387	0.03644599384
388	0.03628528759
389	0.03617681819
390	0.03604018009
391	0.03590376833
392	0.03573425097
393	0.03560351829
394	0.0355043358
395	0.0353659703
396	0.03519038862
397	0.03512259536
398	0.03498321389
399	0.03482035261
400	0.03468053757
401	0.03454482231
402	0.03446265431
403	0.03435017262
404	0.03425493878
405	0.03414106171
406	0.03406915843
407	0.03396007398
408	0.0338686424
409	0.03376664018
410	0.03367385413
411	0.03357302564
412	0.03347880559
413	0.03338560448
414	0.03331659162
415	0.03326111066
416	0.03316518317
417	0.03303526239
418	0.03292105881
419	0.0327976032
420	0.0327350169
421	0.03267251381
422	0.03259521213
423	0.03252438239
424	0.0324497194
425	0.03235691591
426	0.03225864977
427	0.03219470774
428	0.03213176274
429	0.03200634464
430	0.03191560906
431	0.0317956497
432	0.03169713465
433	0.03156040671
434	0.03146603506
435	0.03136066402
436	0.03128780072
437	0.03121280338
438	0.03112684296
439	0.03101491522
440	0.03092597651
441	0.03084219304
442	0.03078358878
443	0.03072536286
444	0.03065500869
445	0.03058228757
446	0.03046698885
447	0.03038673331
448	0.0303041447
449	0.03019312656
450	0.03009267302
451	0.03000900222
452	0.02991063252
453	0.02982296295
454	0.02972016045
455	0.02962462917
456	0.02951589849
457	0.02942408799
458	0.02934486641
459	0.02924731361
460	0.02917511239
461	0.02904741704
462	0.02894273525
463	0.02885588087
464	0.0287676262
465	0.02870449229
466	0.02860514331
467	0.02853418313
468	0.02845003681
469	0.02836862542
470	0.02832938979
471	0.02826851943
472	0.02822718009
473	0.02814345315
474	0.02804861996
475	0.02797457054
476	0.02789721574
477	0.02778984465
478	0.02770754944
479	0.02766253481
480	0.02756897455
481	0.02750186965
482	0.02740954218
483	0.02735702673
484	0.02729053207
485	0.02720967342
486	0.02713172902
487	0.02704700446
488	0.02698598069
489	0.02688285807
490	0.02679404987
491	0.02676999349
492	0.02667071474
493	0.02661146326
494	0.02654586147
495	0.02645821918
496	0.0263891575
497	0.02631372746
498	0.02624878136
499	0.02618346936
500	0.02611512946
501	0.02606386887
502	0.02603722308
503	0.0259822451
504	0.02590506747
505	0.02579795464
506	0.02575210683
507	0.02568092002
508	0.02561727166
509	0.02555244658
510	0.02552087625
511	0.02547504373
512	0.025440326
513	0.02536622783
514	0.02527051351
515	0.02523169036
516	0.02514578306
517	0.02509170514
518	0.02504078494
519	0.02497155175
520	0.02491230853
521	0.02483733127
522	0.0247621156
523	0.02470058165
524	0.02463713988
525	0.0246021867
526	0.0245378021
527	0.02445426303
528	0.02437039827
529	0.02428767933
530	0.02422694602
531	0.02417046845
532	0.02410258014
533	0.02406049396
534	0.02401220105
535	0.02394003489
536	0.02384343743
537	0.02379491348
538	0.02372123694
539	0.02368071752
540	0.0236285368
541	0.02355783859
542	0.02351813746
543	0.02348821297
544	0.02344265148
545	0.0233884143
546	0.0233378319
547	0.02327353874
548	0.02320597884
549	0.02314682728
550	0.0230901885
551	0.02304494646
552	0.02297383711
553	0.02293323828
554	0.02286222605
555	0.02277247913
556	0.02273582747
557	0.0226756099
558	0.02262299075
559	0.02257744267
560	0.02255440995
561	0.02249195515
562	0.02243452193
563	0.02240031549
564	0.02236177168
565	0.02231959419
566	0.02225957451
567	0.02222022334
568	0.02216753355
569	0.02212751343
570	0.02207114061
571	0.02201006755
572	0.02194829173
573	0.02189480601
574	0.02181427248
575	0.02174105337
576	0.02167140692
577	0.02162989079
578	0.0215848984
579	0.02151644248
580	0.02146802637
581	0.02138120154
582	0.02132109778
583	0.02125004588
584	0.02121539874
585	0.02116269657
586	0.02109866314
587	0.02105332388
588	0.02099945317
589	0.02094789949
590	0.02085434266
591	0.02080595255
592	0.02076855356
593	0.02071421306
594	0.02069839456
595	0.02065652356
596	0.02059595448
597	0.02056087336
598	0.02049670656
599	0.02045435975
600	0.02041045712
601	0.02035195413
602	0.02030582031
603	0.02024779424
604	0.02021087816
605	0.02016790099
606	0.02013312054
607	0.02006333863
608	0.02001351519
609	0.01998891926
610	0.01993233673
611	0.01989972133
612	0.019874967
613	0.01981725575
614	0.01975554564
615	0.01970626671
616	0.01968037655
617	0.01961301573
618	0.01958221258
619	0.01953372226
620	0.01948394268
621	0.01943597874
622	0.01938911403
623	0.01932574666
624	0.01929164799
625	0.01924577808
626	0.01920253345
627	0.01917070758
628	0.01912567572
629	0.01908093762
630	0.01903660666
631	0.01900917394
632	0.01897343305
633	0.01893637749
634	0.01888410227
635	0.01884607039
636	0.01879860613
637	0.01874440176
638	0.01869230681
639	0.01863826518
640	0.01860502213
641	0.01855694617
642	0.0185216942
643	0.01846952182
644	0.01843987437
645	0.01840995659
646	0.0183440804
647	0.01830728393
648	0.01827056417
649	0.0182243357
650	0.01818189664
651	0.01814833105
652	0.01811080571
653	0.01808856863
654	0.01805701688
655	0.01802314951
656	0.01798960089
657	0.01793746743
658	0.01790272903
659	0.01786138389
660	0.01781583569
661	0.01776539788
662	0.01771987862
663	0.01766694847
664	0.01762341837
665	0.01758317269
666	0.01756702118
667	0.01752694966
668	0.01750414344
669	0.01745862017
670	0.01740007875
671	0.01735120767
672	0.01730628165
673	0.01726733154
674	0.01724399022
675	0.01723498459
676	0.0172052322
677	0.01718315698
678	0.01714469975
679	0.01711566686
680	0.01709116981
681	0.01705544841
682	0.0170088861
683	0.01698383604
684	0.01694619767
685	0.01691997302
686	0.01689808644
687	0.01685515597
688	0.01682600127
689	0.016799312
690	0.01674920756
691	0.01671467146
692	0.01668501269
693	0.01663238671
694	0.0166117506
695	0.01658116626
696	0.01655095107
697	0.01650798248
698	0.01647940018
699	0.01644427662
700	0.01641891289
701	0.01637799145
702	0.01635933812
703	0.01631752842
704	0.01627469714
705	0.01623320397
706	0.01620807623
707	0.01616806605
708	0.01613261383
709	0.01609427271
710	0.01605737707
711	0.01604049457
712	0.01601605388
713	0.01599455583
714	0.01596163303
715	0.01593699772
716	0.0158983103
717	0.0158559006
718	0.0158256869
719	0.01579558149
720	0.01576420347
721	0.01573446415
722	0.01571729561
723	0.0156795843
724	0.01563563985
725	0.01560544436
726	0.01556729531
727	0.01554217008
728	0.01549920157
729	0.01546323585
730	0.0154443245
731	0.01540186443
732	0.01536382234
733	0.01534535322
734	0.01532066043
735	0.01529978489
736	0.01527926832
737	0.01523349097
738	0.01519553161
739	0.01518617896
740	0.01515683276
741	0.01512757698
742	0.01510100907
743	0.0150679078
744	0.01503034817
745	0.01499435756
746	0.01495268003
747	0.01492254488
748	0.01488076907
749	0.01485602349
750	0.01482206881
751	0.01479205787
752	0.01477203606
753	0.01473585504
754	0.0147276426
755	0.0146808101
756	0.01464718608
757	0.01460519002
758	0.01458931252
759	0.01456855055
760	0.01454945013
761	0.01451947802
762	0.01448747032
763	0.0144516429
764	0.01441995054
765	0.01438875779
766	0.01437312517
767	0.01435131641
768	0.01432235975
769	0.01428764118
770	0.01425552939
771	0.01422695782
772	0.01418847501
773	0.01417800219
774	0.01414210971
775	0.01411096405
776	0.01407458645
777	0.01406166289
778	0.01404706859
779	0.01401985618
780	0.01400905153
781	0.01396312253
782	0.01394123295
783	0.01390512466
784	0.01388145723
785	0.01384928946
786	0.01382258821
787	0.01379005629
788	0.01376627191
789	0.01375088012
790	0.01372631096
791	0.01370562182
792	0.01366807336
793	0.01364123168
794	0.01361974227
795	0.01358235965
796	0.0135641416
797	0.0135238135
798	0.01348699046
799	0.0134373285
800	0.01341911801
801	0.01341164555
802	0.01338351943
803	0.01336428114
804	0.01333682338
805	0.01331852188
806	0.01328710593
807	0.01326700853
808	0.01324838619
809	0.01321974681
810	0.01319454719
811	0.01317508891
812	0.01315007761
813	0.01313859366
814	0.0131242449
815	0.01310469034
816	0.0130709448
817	0.0130415388
818	0.01302936122
819	0.01300834843
820	0.01298391103
821	0.01295646566
822	0.01293407168
823	0.01291914081
824	0.01289320907
825	0.01286778286
826	0.01283316657
827	0.01281263092
828	0.01279504242
829	0.0127720746
830	0.01272466928
831	0.01269006375
832	0.0126703696
833	0.01264093216
834	0.01262314771
835	0.01260824124
836	0.01258378089
837	0.01255171518
838	0.01254760284
839	0.01253049632
840	0.01251792264
841	0.01249978368
842	0.01246901056
843	0.01243250198
844	0.01239766847
845	0.0123737748
846	0.01235446354
847	0.01233224212
848	0.01229893338
849	0.01228103797
850	0.01226570912
851	0.01224231005
852	0.01222058601
853	0.01219903007
854	0.01216875195
855	0.01216046781
856	0.01213567104
857	0.01210958397
858	0.01208357115
859	0.01206681365
860	0.01206124586
861	0.01202149953
862	0.01200460034
863	0.01198706038
864	0.01196676923
865	0.01194242116
866	0.01191578746
867	0.01190947186
868	0.01188843152
869	0.0118659483
870	0.01185251415
871	0.01182773385
872	0.01181025121
873	0.01178538026
874	0.01176406845
875	0.01173270358
876	0.0117167935
877	0.01169765816
878	0.01167781825
879	0.01165915391
880	0.01164087345
881	0.01162499638
882	0.01160461266
883	0.01158481313
884	0.01156621701
885	0.01155355208
886	0.01152850505
887	0.01151243507
888	0.01150139917
889	0.01147696784
890	0.01145089255
891	0.01142408452
892	0.01138796336
893	0.01136678464
894	0.01134693685
895	0.01132603057
896	0.01132063624
897	0.01130058866
898	0.01127122644
899	0.0112530534
900	0.0112253051
901	0.01120645024
902	0.01117554347
903	0.011156841
904	0.01112595294
905	0.01111436817
906	0.01110224909
907	0.01107431182
908	0.0110554486
909	0.0110386161
910	0.01102783572
911	0.01100563703
912	0.01098300138
913	0.01096606051
914	0.01093546051
915	0.01092189181
916	0.01091190931
917	0.01088702341
918	0.01086157611
919	0.01084411193
920	0.01082394
921	0.01080447512
922	0.01079013649
923	0.01078040856
924	0.01076812945
925	0.01074616907
926	0.01073252311
927	0.01071675303
928	0.01068433052
929	0.01066859493
930	0.01064440061
931	0.01062573363
932	0.01060388439
933	0.01059150389
934	0.01057701651
935	0.01055393567
936	0.01053975997
937	0.01052751702
938	0.01050810138
939	0.01049657396
940	0.01047308826
941	0.01044655245
942	0.01042427549
943	0.01040523252
944	0.010385128
945	0.01038021725
946	0.01035785225
947	0.01034421727
948	0.0103212592
949	0.01030185833
950	0.01028490935
951	0.01026300501
952	0.01024337873
953	0.01022459395
954	0.01019547061
955	0.01017204717
956	0.01015937392
957	0.01014860221
958	0.01013892355
959	0.01012498977
960	0.01010937294
961	0.01008973689
962	0.01007699748
963	0.01005946148
964	0.0100471288
965	0.01002788663
966	0.01001282069
967	0.009997741102
968	0.009982220441
969	0.009969585884
970	0.009956509592
971	0.009953260023
972	0.009938494874
973	0.009919961757
974	0.009905597548
975	0.009889338901
976	0.009869177528
977	0.009858454082
978	0.009857418342
979	0.00984577429
980	0.009833803718
981	0.009823758315
982	0.009799434326
983	0.009785571225
984	0.009768456635
985	0.009752810356
986	0.009744098429
987	0.009732756869
988	0.009723810735
989	0.009706299692
990	0.009694019011
991	0.009689155213
992	0.009685642763
993	0.009673920205
994	0.009665182587
995	0.009645784396
996	0.009628989441
997	0.009617392506
998	0.009602217071
999	0.009589156966
